R,G,B,TextColor
169,121,103,black
93,39,117,white
14,246,128,black
157,3,69,white
171,14,181,white
31,146,224,black
64,154,97,black
209,202,237,black
92,49,141,white
102,74,43,white
147,221,38,black
15,37,24,white
82,89,194,white
201,60,15,white
161,106,45,black
128,216,55,black
124,176,140,black
148,245,28,black
217,195,56,black
130,228,9,black
8,101,220,white
7,233,185,black
220,55,184,black
140,224,115,black
1,148,241,black
128,79,152,white
91,119,137,white
254,236,231,black
88,51,171,white
71,191,236,black
160,8,88,white
175,196,50,black
28,205,30,black
140,190,19,black
7,68,248,white
254,181,44,black
59,157,37,black
205,180,234,black
218,89,131,black
206,24,195,white
104,205,175,black
17,8,153,white
242,52,151,black
37,46,98,white
17,5,251,white
86,144,7,black
223,156,70,black
65,11,30,white
150,19,246,white
244,136,23,black
199,96,121,black
174,199,210,black
251,195,229,black
172,161,145,black
90,144,187,black
138,68,64,white
3,254,195,black
15,81,209,white
56,159,83,black
41,133,101,black
227,15,118,black
218,98,65,black
137,207,5,black
144,102,200,black
151,203,102,black
26,174,166,black
44,141,250,black
246,203,83,black
132,17,161,white
16,246,154,black
135,89,65,white
4,205,64,black
166,206,101,black
147,69,181,white
50,198,23,black
78,30,188,white
39,96,215,white
111,226,37,black
2,188,13,black
196,158,185,black
191,47,252,black
221,132,212,black
97,17,179,white
113,46,230,white
114,198,143,black
81,222,27,black
175,22,88,white
5,135,162,black
28,67,189,white
156,107,195,black
31,126,226,black
129,31,124,white
92,0,184,white
168,134,147,black
95,6,80,white
248,26,194,black
160,81,9,white
122,35,193,white
81,63,109,white
80,193,191,black
235,238,245,black
34,120,113,white
119,82,85,white
7,114,204,white
137,65,46,white
209,18,99,white
112,139,163,black
138,97,227,black
185,129,118,black
228,83,239,black
5,69,19,white
90,208,73,black
114,11,118,white
110,75,51,white
75,227,122,black
138,187,119,black
23,153,240,black
18,248,145,black
193,248,146,black
168,166,190,black
255,187,22,black
170,115,201,black
20,83,47,white
150,41,26,white
169,216,148,black
252,138,178,black
190,45,192,white
38,191,87,black
231,227,68,black
9,240,95,black
227,154,35,black
194,29,73,white
206,158,9,black
135,123,88,black
81,188,153,black
191,140,66,black
65,175,38,black
44,88,255,white
9,87,11,white
214,227,30,black
55,151,254,black
190,26,212,white
32,160,217,black
95,102,64,white
12,145,169,black
0,188,1,black
59,140,115,black
71,251,16,black
228,171,68,black
140,211,126,black
78,21,164,white
7,134,212,black
245,117,152,black
127,98,97,white
96,163,236,black
95,103,160,white
20,86,49,white
8,154,91,black
182,214,250,black
214,143,184,black
168,199,97,black
106,152,219,black
229,109,62,black
33,76,4,white
197,152,222,black
94,157,210,black
120,151,89,black
134,113,27,white
128,165,183,black
193,235,104,black
9,161,215,black
173,201,30,black
248,216,166,black
78,35,68,white
190,165,205,black
218,191,53,black
218,3,17,white
97,160,136,black
203,79,255,black
82,194,228,black
19,206,46,black
105,83,38,white
31,93,0,white
12,92,106,white
141,93,208,black
121,168,33,black
136,90,12,white
132,221,19,black
228,100,250,black
10,50,106,white
6,242,14,black
181,28,38,white
62,150,220,black
82,8,248,white
21,47,11,white
151,80,223,white
253,207,58,black
123,228,1,black
178,10,136,white
226,194,191,black
68,76,105,white
109,131,28,black
248,99,73,black
229,109,113,black
153,134,86,black
36,220,217,black
165,163,35,black
185,66,13,white
179,38,203,white
125,126,208,black
220,31,107,white
84,134,185,black
2,8,204,white
134,53,5,white
49,54,248,white
19,253,117,black
157,238,249,black
178,55,7,white
223,141,245,black
13,238,140,black
219,164,106,black
156,121,201,black
32,204,1,black
122,38,134,white
59,229,78,black
81,107,38,white
254,9,199,black
82,12,166,white
39,143,71,black
129,147,28,black
97,48,103,white
214,165,148,black
19,4,168,white
188,177,172,black
146,149,6,black
39,156,191,black
46,195,203,black
109,7,208,white
252,170,247,black
6,68,143,white
83,238,102,black
189,133,215,black
59,5,28,white
72,2,203,white
190,184,170,black
85,33,89,white
100,132,77,black
148,90,29,white
141,43,32,white
197,175,99,black
225,205,42,black
155,54,205,white
153,230,166,black
18,73,3,white
206,172,63,black
80,210,69,black
6,183,123,black
207,183,201,black
199,30,23,white
200,153,152,black
110,224,136,black
31,250,91,black
156,17,71,white
51,163,133,black
44,21,119,white
57,226,151,black
90,31,168,white
59,176,38,black
103,156,30,black
218,92,115,black
144,236,165,black
227,61,139,black
249,37,212,black
33,76,18,white
207,206,7,black
167,87,107,white
19,137,47,black
87,224,69,black
228,138,186,black
50,146,171,black
98,166,13,black
98,220,219,black
20,27,101,white
60,57,254,white
9,247,169,black
208,143,20,black
140,77,49,white
205,226,174,black
61,31,26,white
49,158,3,black
198,173,130,black
198,115,197,black
103,201,238,black
131,82,57,white
124,93,170,white
92,213,173,black
226,35,163,black
48,61,189,white
86,88,226,white
31,67,208,white
162,187,209,black
93,84,213,white
134,143,55,black
131,43,155,white
190,220,86,black
152,188,175,black
163,109,170,black
51,17,45,white
152,169,174,black
97,244,156,black
220,25,155,black
11,206,120,black
211,185,226,black
171,140,181,black
211,84,183,black
91,144,203,black
41,27,6,white
245,12,185,black
204,216,246,black
19,116,204,white
58,119,248,black
112,193,82,black
146,127,154,black
198,83,39,black
52,255,182,black
236,226,199,black
25,129,53,white
219,251,146,black
173,13,254,white
255,90,249,black
193,43,98,white
24,128,128,white
146,194,100,black
112,4,233,white
172,203,86,black
27,204,187,black
221,19,36,white
96,6,99,white
244,173,12,black
220,31,243,black
70,188,235,black
178,228,225,black
92,41,97,white
161,121,227,black
209,67,120,black
153,25,191,white
174,217,183,black
117,84,104,white
109,13,34,white
252,82,239,black
189,233,234,black
117,106,178,white
75,170,159,black
78,54,187,white
49,229,204,black
105,222,17,black
67,191,181,black
112,223,66,black
147,251,115,black
148,126,241,black
93,228,37,black
232,32,118,black
156,145,255,black
200,225,236,black
9,220,19,black
126,119,195,black
130,254,15,black
184,242,98,black
4,83,33,white
229,201,39,black
122,84,174,white
169,220,59,black
21,187,78,black
93,185,207,black
0,251,222,black
132,136,113,black
189,152,178,black
98,117,7,white
187,231,152,black
116,141,246,black
190,46,53,white
40,26,111,white
79,175,210,black
191,129,113,black
1,81,125,white
151,81,168,white
211,17,149,white
67,119,52,white
54,53,50,white
29,8,15,white
195,47,164,white
24,31,39,white
192,93,241,black
61,22,160,white
93,235,59,black
134,119,14,black
183,188,65,black
19,232,182,black
175,172,108,black
145,113,15,white
47,99,151,white
156,95,64,white
97,181,226,black
177,74,62,white
72,237,243,black
19,151,97,black
59,197,245,black
144,157,248,black
61,210,104,black
128,169,99,black
66,225,232,black
23,159,41,black
37,209,45,black
75,12,169,white
152,42,86,white
231,136,188,black
16,82,56,white
241,64,244,black
137,2,31,white
66,127,8,white
208,73,250,black
123,162,2,black
205,248,68,black
4,147,77,black
82,220,142,black
22,102,14,white
119,48,172,white
127,247,249,black
136,186,88,black
254,101,49,black
246,15,87,black
190,188,65,black
8,33,210,white
244,90,128,black
196,143,211,black
159,48,139,white
210,50,106,white
143,174,103,black
69,251,196,black
174,14,21,white
45,50,76,white
231,226,82,black
101,3,62,white
233,142,57,black
24,221,176,black
3,225,108,black
172,110,105,black
68,28,79,white
197,249,24,black
194,19,180,white
224,120,181,black
215,233,129,black
208,225,162,black
143,100,204,black
204,36,81,white
27,20,177,white
229,93,194,black
204,205,229,black
129,23,208,white
177,35,11,white
30,7,179,white
115,192,37,black
121,201,138,black
234,149,170,black
25,217,31,black
46,46,172,white
126,33,135,white
106,12,202,white
13,51,171,white
1,12,12,white
181,123,95,black
38,242,53,black
27,35,16,white
48,187,197,black
120,13,107,white
32,193,71,black
178,105,175,black
71,89,79,white
14,196,13,black
153,58,121,white
25,142,9,black
242,94,49,black
206,5,23,white
107,124,79,black
14,177,161,black
112,77,63,white
133,117,3,white
245,125,244,black
156,97,178,black
72,236,181,black
168,71,208,white
127,32,119,white
253,94,56,black
136,123,205,black
34,30,60,white
42,212,159,black
77,188,163,black
211,192,222,black
173,222,184,black
142,214,224,black
91,198,24,black
217,208,110,black
91,78,2,white
67,91,232,white
201,225,125,black
129,250,119,black
155,159,123,black
153,137,240,black
152,186,119,black
29,93,209,white
222,104,163,black
219,33,255,black
66,189,149,black
220,48,125,black
37,49,163,white
1,167,178,black
96,76,7,white
248,234,245,black
226,50,41,black
59,120,212,black
198,13,229,black
185,10,162,white
155,200,86,black
147,44,131,white
30,2,241,white
18,226,143,black
87,95,143,white
202,195,31,black
28,225,215,black
112,165,76,black
93,71,11,white
137,208,18,black
117,63,12,white
228,149,210,black
0,80,199,white
31,201,133,black
106,160,220,black
55,194,141,black
242,255,219,black
230,253,177,black
193,110,150,black
110,137,186,black
97,120,127,white
54,154,126,black
192,235,52,black
214,17,211,black
97,170,47,black
210,182,124,black
186,73,217,black
75,100,253,white
103,173,228,black
129,201,178,black
36,12,193,white
44,77,78,white
99,55,119,white
136,68,128,white
189,56,158,white
162,252,240,black
119,205,46,black
30,60,154,white
114,59,1,white
143,107,226,black
26,38,7,white
69,252,175,black
97,78,202,white
3,144,233,black
168,140,25,black
130,41,121,white
5,205,197,black
88,6,122,white
15,36,26,white
95,207,130,black
213,63,235,black
93,250,52,black
156,255,153,black
129,109,199,black
64,134,89,black
195,226,69,black
173,132,77,black
100,109,76,white
40,130,227,black
216,250,35,black
63,125,179,black
225,176,155,black
215,179,137,black
235,223,98,black
255,206,155,black
104,171,64,black
225,0,107,white
244,46,148,black
97,160,93,black
234,53,11,black
157,234,78,black
127,60,206,white
89,125,122,black
130,240,127,black
213,193,94,black
242,120,244,black
39,145,21,black
15,155,141,black
102,218,213,black
108,63,212,white
159,235,232,black
167,34,144,white
121,112,54,white
171,103,214,black
170,221,209,black
90,198,193,black
251,109,130,black
237,113,88,black
118,186,195,black
163,17,244,white
214,89,111,black
202,91,188,black
28,122,232,black
160,81,180,white
73,65,100,white
111,19,66,white
14,56,149,white
186,227,223,black
81,15,199,white
3,39,131,white
16,126,139,white
38,225,111,black
37,118,220,black
221,62,20,black
174,162,95,black
234,122,253,black
149,181,73,black
152,235,229,black
131,85,109,white
64,167,83,black
221,170,12,black
176,8,140,white
214,16,252,black
89,243,10,black
116,219,200,black
64,251,54,black
117,127,115,black
50,23,118,white
248,75,4,black
127,129,137,black
2,160,33,black
116,2,69,white
128,100,93,white
124,104,73,white
41,45,210,white
91,31,139,white
15,137,81,black
255,170,137,black
54,157,63,black
188,167,140,black
247,139,202,black
4,78,181,white
145,243,245,black
34,10,235,white
40,162,31,black
82,43,104,white
105,151,227,black
219,67,110,black
148,247,229,black
109,238,169,black
112,151,50,black
155,45,29,white
52,230,152,black
253,230,10,black
155,116,243,black
32,85,203,white
93,141,240,black
241,141,3,black
242,10,27,black
219,108,156,black
6,236,55,black
18,222,208,black
201,150,114,black
211,100,78,black
174,194,163,black
126,142,198,black
79,95,103,white
196,100,172,black
203,2,163,white
127,124,212,black
242,225,143,black
226,147,243,black
190,141,73,black
191,22,231,white
124,43,59,white
226,156,206,black
85,87,79,white
101,186,85,black
22,77,59,white
56,215,224,black
148,114,207,black
89,224,226,black
128,22,88,white
83,167,29,black
77,199,196,black
197,231,6,black
201,157,40,black
23,180,252,black
131,118,34,white
173,181,190,black
209,32,207,black
204,226,240,black
110,168,6,black
207,36,227,black
65,136,7,black
106,251,62,black
28,81,9,white
75,225,55,black
43,21,249,white
204,11,11,white
63,147,42,black
12,164,6,black
97,38,211,white
96,109,201,white
168,63,54,white
226,127,107,black
94,229,251,black
12,47,217,white
197,52,253,black
73,88,118,white
10,195,92,black
213,151,36,black
139,100,234,black
190,133,162,black
42,110,99,white
164,51,58,white
241,77,125,black
55,110,0,white
82,237,193,black
217,76,43,black
232,169,186,black
152,42,36,white
100,94,153,white
1,140,55,black
182,182,88,black
182,64,52,white
67,114,50,white
196,192,234,black
244,19,226,black
72,131,38,white
242,156,113,black
173,126,91,black
120,21,240,white
108,123,75,white
53,220,7,black
204,192,250,black
130,153,76,black
37,5,93,white
186,247,242,black
188,108,2,black
76,70,177,white
158,16,40,white
1,12,207,white
161,140,31,black
131,38,168,white
30,165,254,black
141,217,105,black
6,112,239,white
226,212,86,black
144,148,186,black
190,158,98,black
102,16,16,white
193,112,212,black
33,230,206,black
74,66,168,white
221,191,184,black
35,143,27,black
16,4,53,white
198,196,111,black
77,211,201,black
165,167,23,black
117,251,222,black
120,57,142,white
149,38,4,white
206,122,55,black
13,4,13,white
179,30,151,white
119,134,113,black
202,26,161,white
183,121,103,black
30,174,4,black
82,237,113,black
46,120,183,white
105,206,171,black
53,215,180,black
164,157,151,black
148,152,101,black
244,186,61,black
131,114,163,black
201,160,154,black
176,40,94,white
105,100,54,white
229,253,160,black
58,135,234,black
33,3,1,white
230,121,187,black
38,195,32,black
42,82,62,white
244,171,59,black
181,81,148,white
207,174,226,black
189,9,120,white
226,96,76,black
163,100,52,white
122,126,176,black
151,230,253,black
27,238,38,black
241,200,93,black
136,205,200,black
3,55,85,white
158,209,219,black
106,92,163,white
97,205,86,black
177,131,30,black
192,229,140,black
202,135,24,black
47,254,200,black
150,252,237,black
170,180,133,black
52,186,183,black
93,214,18,black
46,127,157,black
129,82,247,white
169,192,192,black
116,13,165,white
181,227,195,black
45,200,109,black
75,21,246,white
248,189,175,black
14,168,117,black
40,164,101,black
105,132,211,black
88,218,192,black
8,28,251,white
115,66,252,white
44,134,131,black
22,230,91,black
193,163,238,black
4,204,195,black
220,59,232,black
152,202,139,black
113,112,130,white
47,9,44,white
124,127,65,black
26,47,144,white
61,42,170,white
11,243,178,black
157,221,132,black
161,13,125,white
9,85,80,white
2,84,227,white
155,192,115,black
85,10,89,white
234,110,25,black
61,7,101,white
30,42,47,white
243,54,34,black
215,63,189,black
17,93,99,white
229,234,105,black
95,188,217,black
159,63,109,white
7,250,73,black
10,152,198,black
149,46,41,white
214,190,95,black
164,149,223,black
116,173,213,black
183,39,188,white
0,128,235,black
220,104,22,black
194,242,123,black
164,225,236,black
135,237,6,black
176,240,58,black
203,227,137,black
96,158,143,black
31,192,2,black
51,91,61,white
47,173,18,black
53,153,7,black
145,100,232,black
92,46,83,white
70,60,67,white
132,189,30,black
114,185,74,black
144,248,112,black
49,4,140,white
166,90,213,black
74,233,128,black
119,101,163,white
94,253,168,black
89,68,33,white
80,150,230,black
147,60,164,white
78,156,46,black
149,207,87,black
37,155,36,black
210,250,79,black
6,126,138,white
117,184,179,black
78,45,224,white
225,247,101,black
32,105,39,white
138,33,118,white
79,200,16,black
121,81,178,white
197,132,186,black
202,190,108,black
214,244,177,black
99,57,226,white
134,4,186,white
94,13,205,white
190,239,235,black
163,145,79,black
81,156,52,black
240,178,220,black
181,95,58,black
72,205,195,black
247,51,199,black
126,183,111,black
207,63,42,white
59,212,98,black
51,37,120,white
51,51,20,white
36,104,28,white
221,134,75,black
149,204,140,black
249,101,89,black
62,37,221,white
178,175,11,black
201,24,216,black
205,78,212,black
3,149,27,black
131,53,176,white
48,125,111,white
179,145,96,black
138,248,96,black
237,67,165,black
134,24,153,white
11,115,39,white
208,63,18,white
88,240,106,black
151,56,4,white
158,61,52,white
106,153,173,black
135,192,174,black
167,85,166,white
56,167,233,black
119,157,37,black
155,206,229,black
221,65,148,black
120,212,234,black
188,40,223,white
1,31,240,white
179,121,35,black
27,77,188,white
221,150,81,black
186,21,81,white
231,199,95,black
86,245,53,black
141,105,71,white
95,43,21,white
124,145,200,black
234,118,1,black
66,60,173,white
123,185,112,black
132,131,114,black
204,234,153,black
180,239,65,black
255,165,215,black
13,236,116,black
118,135,39,black
224,188,240,black
248,230,138,black
25,100,5,white
105,93,137,white
109,89,194,white
215,101,130,black
196,72,108,white
83,194,182,black
76,97,3,white
76,225,73,black
115,32,239,white
23,50,67,white
6,54,38,white
18,182,51,black
198,247,26,black
105,1,201,white
2,16,43,white
111,113,45,white
12,225,6,black
39,192,202,black
210,48,111,white
62,49,122,white
48,190,224,black
254,159,47,black
205,35,139,white
28,177,93,black
146,220,134,black
158,225,44,black
68,36,61,white
213,86,19,black
160,183,248,black
196,16,219,white
225,50,91,black
179,176,142,black
23,41,113,white
20,244,166,black
156,35,220,white
124,198,21,black
33,64,66,white
178,152,213,black
232,55,37,black
203,36,254,black
255,209,144,black
45,110,20,white
182,23,250,white
174,140,135,black
73,101,108,white
106,216,160,black
3,129,66,white
62,65,57,white
2,10,27,white
60,69,72,white
44,191,146,black
74,187,230,black
82,84,0,white
248,182,212,black
228,193,111,black
27,186,239,black
142,116,106,black
95,48,116,white
88,121,93,white
227,204,69,black
172,79,65,white
98,103,82,white
54,111,228,white
188,147,214,black
188,82,75,white
167,137,74,black
254,97,117,black
102,120,167,black
27,116,157,white
172,29,188,white
23,110,186,white
100,39,231,white
97,74,244,white
144,186,9,black
5,241,201,black
253,161,226,black
57,146,143,black
206,42,245,black
103,191,102,black
2,170,32,black
222,248,125,black
235,195,176,black
202,28,197,white
165,187,209,black
85,108,254,black
215,93,152,black
112,62,108,white
99,23,207,white
32,43,237,white
45,54,236,white
63,105,229,white
183,218,224,black
3,64,69,white
66,69,246,white
29,119,156,white
102,159,183,black
174,119,179,black
158,227,204,black
171,226,98,black
99,209,179,black
144,159,61,black
143,214,161,black
184,237,214,black
145,52,28,white
52,132,108,black
226,119,13,black
29,138,163,black
212,141,182,black
186,54,106,white
244,66,8,black
224,134,85,black
18,37,158,white
198,129,127,black
193,36,104,white
15,45,50,white
87,34,128,white
238,69,233,black
183,191,108,black
181,61,197,white
132,32,26,white
198,251,224,black
133,54,109,white
254,151,135,black
203,176,114,black
78,110,245,black
190,156,2,black
169,17,153,white
196,203,109,black
120,215,178,black
57,197,125,black
239,87,249,black
84,195,189,black
27,153,103,black
220,164,241,black
224,131,8,black
221,6,46,white
145,62,42,white
140,46,127,white
189,71,212,black
126,186,78,black
6,217,37,black
15,215,243,black
193,89,152,black
128,231,132,black
121,61,221,white
104,158,107,black
156,210,114,black
104,82,45,white
227,131,163,black
199,72,170,black
248,165,79,black
245,106,208,black
234,175,220,black
224,159,149,black
135,123,38,black
73,69,169,white
122,118,209,black
178,123,90,black
158,162,142,black
193,6,176,white
89,96,24,white
22,98,239,white
21,253,184,black
215,218,233,black
73,107,55,white
122,110,188,black
4,175,203,black
207,155,169,black
62,217,68,black
21,201,184,black
212,115,236,black
34,81,17,white
40,244,202,black
4,0,218,white
127,94,203,white
138,97,122,white
158,231,215,black
81,235,23,black
146,151,212,black
194,222,129,black
195,7,114,white
254,64,180,black
220,235,238,black
232,16,36,white
255,215,5,black
15,235,149,black
96,118,41,white
128,14,18,white
126,96,184,white
255,49,56,black
237,147,104,black
96,161,127,black
59,185,3,black
254,45,8,black
63,206,106,black
167,135,191,black
194,13,42,white
180,105,221,black
1,43,104,white
242,215,165,black
41,82,201,white
101,133,90,black
3,109,104,white
92,43,153,white
49,229,81,black
125,17,139,white
32,38,51,white
154,194,209,black
109,85,87,white
165,255,41,black
93,128,218,black
207,114,72,black
155,248,91,black
117,132,60,black
96,118,179,black
120,197,82,black
123,120,252,black
80,48,11,white
18,138,73,black
174,199,35,black
122,160,222,black
112,99,131,white
93,83,85,white
30,58,9,white
12,182,214,black
45,237,95,black
236,6,9,black
53,59,100,white
181,101,138,black
232,7,201,black
24,194,128,black
221,209,111,black
127,185,212,black
82,199,100,black
47,193,224,black
103,235,102,black
5,24,79,white
1,199,136,black
195,206,93,black
81,4,251,white
45,2,134,white
198,21,102,white
184,48,195,white
222,27,244,black
44,86,125,white
95,164,136,black
51,224,241,black
203,86,95,black
73,114,36,white
29,184,202,black
167,130,86,black
248,9,126,black
166,183,155,black
103,52,96,white
211,234,15,black
152,36,175,white
115,152,168,black
70,126,26,white
54,136,222,black
40,5,128,white
146,93,10,white
155,88,150,white
211,251,62,black
157,158,219,black
175,172,105,black
215,232,92,black
162,238,188,black
25,233,185,black
106,74,164,white
81,236,120,black
88,228,232,black
36,29,151,white
12,73,21,white
122,148,3,black
232,46,37,black
234,127,249,black
54,231,9,black
151,108,217,black
125,98,203,white
254,102,169,black
40,119,210,black
28,84,50,white
77,153,69,black
72,212,0,black
